store_id,sku_id,day,base_price,optimal_price,expected_demand,expected_revenue,expected_margin,revenue_lift,promo_flag,holiday_flag,weather_index,day_of_week,is_weekend
S03,SKU002,3,15.49,11.16829,44.30744750900926,494.83842294039306,117.36112388738863,45.20758933634398,0.0,0.0,0.8659652004542919,4,0.0
S03,SKU002,4,15.49,12.758338499999999,43.69530396830296,557.4794788880024,185.21733673004528,63.589259606785134,1.0,0.0,0.5209386101592617,5,1.0
S03,SKU002,5,15.49,12.758338499999999,53.466487562579225,682.1435467294257,226.63580594003187,100.17123854962897,1.0,0.1,0.7592953001692887,6,1.0
S03,SKU002,6,15.49,10.843,39.46676300651055,427.93811127959384,91.70102384562722,25.576064111624454,0.0,0.0,0.5012894626335296,0,0.0
S03,SKU002,7,15.49,10.843,42.662415726587945,462.5885737233931,99.12612294072706,35.74405003914345,0.0,0.0,0.6714324101518525,1,0.0
S03,SKU003,1,21.99,15.392999999999997,43.174006387840535,664.5774803280292,189.87928009372257,88.88627794680231,1.0,0.0,0.6576228331270627,2,0.0
S03,SKU003,2,21.99,15.392999999999997,29.097527540176205,447.89824142593227,127.97092612169489,27.30168298827089,0.0,0.0,0.5301645893359835,3,0.0
S03,SKU003,3,21.99,15.854789999999998,32.31276889784757,512.3121651939045,157.03327116207058,45.60941484592559,0.0,0.0,0.87278913939448,4,0.0
S03,SKU003,4,21.99,18.112063499999998,34.27611339886438,620.8111424134324,243.9452755929186,76.44700500609154,1.0,0.0,0.6876395825980146,5,1.0
S03,SKU003,5,21.99,18.112063499999998,38.639653298237846,699.8438541556682,275.00086614154316,98.909690244335,1.0,0.1,0.7444262060417702,6,1.0
S03,SKU003,6,21.99,15.392999999999997,29.749400846234728,457.9325272260911,130.83786492174028,30.15362870227693,0.0,0.0,0.5778867688710645,0,0.0
S03,SKU003,7,21.99,15.392999999999997,31.75389922686021,488.7877707990591,139.65364879973114,38.9233091175134,0.0,0.0,0.7246315898492071,1,0.0
S04,SKU001,1,10.49,7.343,76.05630170032384,558.481423385478,39.89153024181984,90.14075425080961,1.0,0.0,0.6726166928098781,2,0.0
S04,SKU001,2,10.49,7.343,71.4609666013391,524.737877753633,37.481276982402335,78.65241650334774,1.0,0.0,0.535304793315251,3,0.0
S04,SKU001,3,10.49,7.343,50.96916007764611,374.2665424501554,26.73332446072537,27.422900194115265,0.0,0.0,0.5321929411491465,4,0.0
S04,SKU001,4,10.49,8.6400885,60.81477455560956,525.4450342680148,110.77949396059093,78.89317522402789,1.0,0.0,0.7193542371830003,5,1.0
S04,SKU001,5,10.49,9.367674899999999,45.59712698820583,427.1390619995283,116.23505163044685,45.42389418477742,0.0,0.1,0.8986259243977763,6,1.0
S04,SKU001,6,10.49,7.343,52.66018139816518,386.6837120067269,27.620265143337623,31.65045349541294,0.0,0.0,0.6029334382939053,0,0.0
S04,SKU001,7,10.49,7.56329,56.62720773605338,428.28799399801517,42.1753780497352,45.81505992033744,0.0,0.0,0.8762814747432182,1,0.0
S04,SKU002,1,15.49,10.843,148.71985331748016,1612.5693695214372,345.55057918316504,79.48947814178639,1.0,0.0,0.5453095934956335,2,0.0
S04,SKU002,2,15.49,10.843,164.41007771619496,1782.698472676702,382.0068155735789,98.42595586437325,1.0,0.0,0.7716437928362254,3,0.0
S04,SKU002,3,15.49,10.843,113.88884866104343,1234.8967860316939,264.6207398639343,37.45205872884552,0.0,0.0,0.7000128620647835,4,0.0
S04,SKU002,4,15.49,12.758338499999999,128.0186950325916,1633.3058455540722,542.6505732239078,81.79758304067944,1.0,0.0,0.7570099530459574,5,1.0
S04,SKU002,5,15.49,13.832724899999999,91.87466487683201,1270.8769645209095,488.15075710273914,41.456887037344394,0.0,0.1,0.8304661013067164,6,1.0
S04,SKU002,6,15.49,11.16829,114.90964960729916,1283.3442906127032,304.37153078331795,42.844581667004654,0.0,0.0,0.8258357918770303,0,0.0
S04,SKU002,7,15.49,10.843,108.47203113894336,1176.1622336395628,252.03476435133481,30.91452034010406,0.0,0.0,0.5906189212289443,1,0.0
S04,SKU003,1,21.99,15.392999999999997,139.99383439427768,2154.9250928311158,615.6928836660329,78.17397104726248,1.0,0.0,0.5295862763440604,2,0.0
S04,SKU003,2,21.99,15.854789999999998,110.27988920291581,1748.4644845354974,535.937102749438,44.56690930054964,0.0,0.0,0.8550849518383936,3,0.0
S04,SKU003,3,21.99,15.854789999999998,109.9049863061741,1742.5204778372656,534.1151534008817,44.07544568500276,0.0,0.0,0.8467387477676075,4,0.0
S04,SKU003,4,21.99,18.112063499999998,119.97398746389088,2172.976479294195,853.8624871287152,79.66649959024312,1.0,0.0,0.7293804058350583,5,1.0
S04,SKU003,5,21.99,18.655425404999995,135.12874017307735,2520.8841323704705,1035.1436341674853,108.4322735433851,1.0,0.1,0.8932406802831363,6,1.0
S04,SKU003,6,21.99,15.392999999999997,107.59637244586028,1656.230961059127,473.2088460168933,36.94083765836762,0.0,0.0,0.6914584973769677,0,0.0
S04,SKU003,7,21.99,15.392999999999997,111.38967555436008,1714.6212758082645,489.8917930880754,41.76867797827647,0.0,0.0,0.772243717580112,1,0.0
S05,SKU001,1,10.49,7.343,72.58704096837357,533.0066418307671,38.07190298791192,41.14146854961527,0.0,0.0,0.7617484964355897,2,0.0
S05,SKU001,2,10.49,7.343,99.33685445164001,729.4305222383925,52.10218015988516,93.1549947670778,1.0,0.0,0.7086437578144645,3,0.0
S05,SKU001,3,10.49,7.343,66.17084490498343,485.8925141372933,34.70660815266379,28.665531759689998,0.0,0.0,0.5529861443216635,4,0.0
S05,SKU001,4,10.49,8.6400885,73.67900971325689,636.5931645148991,134.21283678505696,68.57143430645564,1.0,0.0,0.5855326226787211,5,1.0
S05,SKU001,5,10.49,8.6400885,78.53001158697218,678.506250017465,143.04936601169518,79.67012234336009,1.0,0.1,0.5176612499224418,6,1.0
S05,SKU001,6,10.49,7.56329,72.5646307409558,548.8273460367636,54.04541132955648,45.330829900636495,0.0,0.0,0.8680581140837973,0,0.0
S05,SKU001,7,10.49,7.343,65.11816120384569,478.1626577198389,34.15447555141704,26.618646785255507,0.0,0.0,0.5187352075812119,1,0.0
S05,SKU002,1,15.49,10.843,89.39817310679058,969.3443909969302,207.71665521362783,95.55850367110438,1.0,0.0,0.7373711838632897,2,0.0
S05,SKU002,2,15.49,10.843,84.4484284353846,915.6743095248752,196.21592346961606,84.7309372024038,1.0,0.0,0.6079570117346828,3,0.0
S05,SKU002,3,15.49,10.843,59.434298238995865,644.4460958054322,138.09559195830684,30.012527397803453,0.0,0.0,0.575525692448169,4,0.0
S05,SKU002,4,15.49,13.429829999999999,44.84403805766093,602.2478076279165,220.1990253956741,21.49931561247508,0.0,0.0,0.662629140001335,5,1.0
S05,SKU002,5,15.49,13.141088654999997,76.69153799470152,1007.8102998766734,354.43674193081375,103.31873383567492,1.0,0.1,0.8320731604803434,6,1.0
S05,SKU002,6,15.49,11.16829,63.829189476776584,712.8628985415892,169.07011879419105,43.815142539862244,0.0,0.0,0.8423181902718249,0,0.0
S05,SKU002,7,15.49,11.16829,64.063761437191,715.482666221366,169.69145065721716,44.343662488171,0.0,0.0,0.8512936977245132,1,0.0
S05,SKU003,1,21.99,15.392999999999997,72.03199816295091,1108.7885477223033,316.796727920658,86.74962486690978,1.0,0.0,0.6320849442339627,2,0.0
S05,SKU003,2,21.99,15.392999999999997,78.1076343310594,1202.310815257997,343.5173757879991,102.50127419163546,1.0,0.0,0.8203531634051118,3,0.0
S05,SKU003,3,21.99,15.392999999999997,53.99369829527421,831.1249978591558,237.46428510261586,39.98366224700721,0.0,0.0,0.7423746913983618,4,0.0
S05,SKU003,4,21.99,18.112063499999998,54.68859714844525,990.5233442785591,389.2222186314037,66.83060385672937,1.0,0.0,0.5629627148287792,5,1.0
S05,SKU003,5,21.99,19.6372899,42.8623936911748,841.7012507215306,370.4292320870637,41.76498588946672,0.0,0.1,0.8357597553070131,6,1.0
S05,SKU003,6,21.99,15.392999999999997,52.93049863621067,814.7591655071907,232.78833300205443,37.2272186864721,0.0,0.0,0.6962505685484226,0,0.0
S05,SKU003,7,21.99,15.854789999999998,53.013480486172014,840.5176002773551,257.6343823318938,41.56562752048157,0.0,0.0,0.8041161528917884,1,0.0
